GEO_ID,NAME,HIGHSCHOOL_OR_ABOVE
0500000US34013,"Essex County, New Jersey",86.8
0500000US34015,"Gloucester County, New Jersey",93
0500000US34017,"Hudson County, New Jersey",85.7
0500000US34019,"Hunterdon County, New Jersey",94.3
0500000US34021,"Mercer County, New Jersey",88.8
0500000US34023,"Middlesex County, New Jersey",88.9
0500000US34025,"Monmouth County, New Jersey",94.8
0500000US34027,"Morris County, New Jersey",94.8
0500000US34029,"Ocean County, New Jersey",92.9
0500000US34031,"Passaic County, New Jersey",85.4
0500000US34033,"Salem County, New Jersey",87.7
0500000US34035,"Somerset County, New Jersey",94.5
0500000US34037,"Sussex County, New Jersey",94.4
0500000US34039,"Union County, New Jersey",86.3
0500000US34041,"Warren County, New Jersey",93.4
0500000US35001,"Bernalillo County, New Mexico",88.9
0500000US35005,"Chaves County, New Mexico",76.6
0500000US35013,"Doña Ana County, New Mexico",78
0500000US35025,"Lea County, New Mexico",75.6
0500000US35031,"McKinley County, New Mexico",78.8
0500000US35035,"Otero County, New Mexico",84.9
0500000US35043,"Sandoval County, New Mexico",92.8
0500000US35045,"San Juan County, New Mexico",85.6
0500000US35049,"Santa Fe County, New Mexico",88.2
0500000US35061,"Valencia County, New Mexico",87.2
0500000US36001,"Albany County, New York",92
0500000US36005,"Bronx County, New York",74.4
0500000US36007,"Broome County, New York",90.4
0500000US36009,"Cattaraugus County, New York",90.7
0500000US36011,"Cayuga County, New York",87.2
0500000US36013,"Chautauqua County, New York",89.8
0500000US36015,"Chemung County, New York",92.1
0500000US36019,"Clinton County, New York",87.2
0500000US36027,"Dutchess County, New York",92.2
0500000US36029,"Erie County, New York",93
0500000US36045,"Jefferson County, New York",90.8
0500000US36047,"Kings County, New York",83.8
0500000US36051,"Livingston County, New York",91.2
0500000US36053,"Madison County, New York",93.5
0500000US36055,"Monroe County, New York",90.8
0500000US36059,"Nassau County, New York",91.9
0500000US36061,"New York County, New York",87.8
0500000US36063,"Niagara County, New York",91.9
0500000US36065,"Oneida County, New York",88.6
0500000US36067,"Onondaga County, New York",91.5
0500000US36069,"Ontario County, New York",93.5
0500000US36071,"Orange County, New York",89.6
0500000US36075,"Oswego County, New York",88.7
0500000US36079,"Putnam County, New York",92.2
0500000US36081,"Queens County, New York",83
0500000US36083,"Rensselaer County, New York",91.6
0500000US36085,"Richmond County, New York",89
0500000US36087,"Rockland County, New York",88.9
0500000US36089,"St. Lawrence County, New York",87.2
0500000US36091,"Saratoga County, New York",93.8
0500000US36093,"Schenectady County, New York",92.8
0500000US36101,"Steuben County, New York",91.4
0500000US36103,"Suffolk County, New York",90.9
0500000US36105,"Sullivan County, New York",87.6
0500000US36109,"Tompkins County, New York",95.5
0500000US36111,"Ulster County, New York",90.8
0500000US36113,"Warren County, New York",90.7
0500000US36117,"Wayne County, New York",89.8
0500000US36119,"Westchester County, New York",89.9
0500000US37001,"Alamance County, North Carolina",87.3
0500000US37019,"Brunswick County, North Carolina",93.3
0500000US37021,"Buncombe County, North Carolina",92
0500000US37023,"Burke County, North Carolina",82.3
0500000US37025,"Cabarrus County, North Carolina",90.9
0500000US37027,"Caldwell County, North Carolina",78.8
0500000US37031,"Carteret County, North Carolina",90.9
0500000US37035,"Catawba County, North Carolina",86.5
0500000US37037,"Chatham County, North Carolina",87.2
0500000US37045,"Cleveland County, North Carolina",85
0500000US37049,"Craven County, North Carolina",90.3
0500000US37051,"Cumberland County, North Carolina",91
0500000US37057,"Davidson County, North Carolina",85.6
0500000US37063,"Durham County, North Carolina",89.2
0500000US37067,"Forsyth County, North Carolina",88.8
0500000US37069,"Franklin County, North Carolina",89.5
0500000US37071,"Gaston County, North Carolina",85.3
0500000US37081,"Guilford County, North Carolina",88.4
0500000US37085,"Harnett County, North Carolina",89.1
0500000US37089,"Henderson County, North Carolina",90.5
0500000US37097,"Iredell County, North Carolina",90.2
0500000US37101,"Johnston County, North Carolina",87.5
0500000US37109,"Lincoln County, North Carolina",92.1
0500000US37119,"Mecklenburg County, North Carolina",90.3
0500000US37125,"Moore County, North Carolina",91.2
0500000US37127,"Nash County, North Carolina",85.9
0500000US37129,"New Hanover County, North Carolina",93
0500000US37133,"Onslow County, North Carolina",91.7
0500000US37135,"Orange County, North Carolina",94.5
0500000US37147,"Pitt County, North Carolina",88.3
0500000US37151,"Randolph County, North Carolina",81.5
0500000US37155,"Robeson County, North Carolina",78.1
0500000US37157,"Rockingham County, North Carolina",82.8
0500000US37159,"Rowan County, North Carolina",86.3
0500000US37161,"Rutherford County, North Carolina",87
0500000US37171,"Surry County, North Carolina",82.2
0500000US37179,"Union County, North Carolina",90.8
0500000US37183,"Wake County, North Carolina",93.3
0500000US37191,"Wayne County, North Carolina",85.8
0500000US37193,"Wilkes County, North Carolina",82.6
0500000US37195,"Wilson County, North Carolina",81.5
0500000US38015,"Burleigh County, North Dakota",94.2
0500000US38017,"Cass County, North Dakota",95.3
0500000US38035,"Grand Forks County, North Dakota",96.4
0500000US38101,"Ward County, North Dakota",96.6
0500000US39003,"Allen County, Ohio",90.9
0500000US39007,"Ashtabula County, Ohio",88.1
0500000US39009,"Athens County, Ohio",92.7
0500000US39013,"Belmont County, Ohio",90.6
0500000US39017,"Butler County, Ohio",91.5
0500000US39023,"Clark County, Ohio",90.4
0500000US39025,"Clermont County, Ohio",90.7
0500000US39029,"Columbiana County, Ohio",91.7
0500000US39035,"Cuyahoga County, Ohio",90.2
0500000US39041,"Delaware County, Ohio",96.3
0500000US39043,"Erie County, Ohio",92.4
0500000US39045,"Fairfield County, Ohio",93.7
0500000US39049,"Franklin County, Ohio",91.3
0500000US39055,"Geauga County, Ohio",89.2
0500000US39057,"Greene County, Ohio",95.3
0500000US39061,"Hamilton County, Ohio",91.9
0500000US39063,"Hancock County, Ohio",91.8
0500000US39081,"Jefferson County, Ohio",93.1
0500000US39085,"Lake County, Ohio",92.4
0500000US39089,"Licking County, Ohio",91.3
0500000US39093,"Lorain County, Ohio",89.5
0500000US39095,"Lucas County, Ohio",89.1
0500000US39099,"Mahoning County, Ohio",90.7
0500000US39101,"Marion County, Ohio",88.7
0500000US39103,"Medina County, Ohio",95.3
0500000US39109,"Miami County, Ohio",91.6
0500000US39113,"Montgomery County, Ohio",90.3
0500000US39119,"Muskingum County, Ohio",86.7
0500000US39133,"Portage County, Ohio",92
0500000US39139,"Richland County, Ohio",88.7
0500000US39141,"Ross County, Ohio",90.3
0500000US39145,"Scioto County, Ohio",85.5
0500000US39151,"Stark County, Ohio",91.5
0500000US39153,"Summit County, Ohio",92.5
0500000US39155,"Trumbull County, Ohio",88.6
0500000US39157,"Tuscarawas County, Ohio",84.5
0500000US39165,"Warren County, Ohio",95.2
0500000US39169,"Wayne County, Ohio",85.2
0500000US39173,"Wood County, Ohio",95.1
0500000US40017,"Canadian County, Oklahoma",88.5
0500000US40027,"Cleveland County, Oklahoma",92.3
0500000US40031,"Comanche County, Oklahoma",90.8
0500000US40037,"Creek County, Oklahoma",88.5
0500000US40101,"Muskogee County, Oklahoma",86.3
0500000US40109,"Oklahoma County, Oklahoma",87.9
0500000US40119,"Payne County, Oklahoma",93.9
0500000US40125,"Pottawatomie County, Oklahoma",88.7
0500000US40131,"Rogers County, Oklahoma",90.9
0500000US40143,"Tulsa County, Oklahoma",89.7
0500000US40145,"Wagoner County, Oklahoma",91.1
0500000US41003,"Benton County, Oregon",97.4
0500000US41005,"Clackamas County, Oregon",93.6
0500000US41017,"Deschutes County, Oregon",93.2
0500000US41019,"Douglas County, Oregon",92.3
0500000US41029,"Jackson County, Oregon",90.6
0500000US41033,"Josephine County, Oregon",89.2
0500000US41035,"Klamath County, Oregon",89.9
0500000US41039,"Lane County, Oregon",92.8
0500000US41043,"Linn County, Oregon",87.7
0500000US41047,"Marion County, Oregon",85.4
0500000US41051,"Multnomah County, Oregon",91.9
0500000US41053,"Polk County, Oregon",93.3
0500000US41059,"Umatilla County, Oregon",86.7
0500000US41067,"Washington County, Oregon",93.5
0500000US41071,"Yamhill County, Oregon",88
0500000US42001,"Adams County, Pennsylvania",89.1
0500000US42003,"Allegheny County, Pennsylvania",95.2
0500000US42005,"Armstrong County, Pennsylvania",92.3
0500000US42007,"Beaver County, Pennsylvania",92.5
0500000US42011,"Berks County, Pennsylvania",87.2
0500000US42013,"Blair County, Pennsylvania",91.6
0500000US42017,"Bucks County, Pennsylvania",94
0500000US42019,"Butler County, Pennsylvania",95.5
0500000US42021,"Cambria County, Pennsylvania",93.9
0500000US42025,"Carbon County, Pennsylvania",89.6
0500000US42027,"Centre County, Pennsylvania",93.1
0500000US42029,"Chester County, Pennsylvania",94
0500000US42033,"Clearfield County, Pennsylvania",88.1
0500000US42037,"Columbia County, Pennsylvania",90.5
0500000US42039,"Crawford County, Pennsylvania",88.9
0500000US42041,"Cumberland County, Pennsylvania",92.5
0500000US42043,"Dauphin County, Pennsylvania",89.8
0500000US42045,"Delaware County, Pennsylvania",93
0500000US42049,"Erie County, Pennsylvania",90.8
0500000US42051,"Fayette County, Pennsylvania",87.9
0500000US42055,"Franklin County, Pennsylvania",88.2
0500000US42063,"Indiana County, Pennsylvania",90.7
0500000US42069,"Lackawanna County, Pennsylvania",91.4
0500000US42071,"Lancaster County, Pennsylvania",85.7
0500000US42073,"Lawrence County, Pennsylvania",92.5
0500000US42075,"Lebanon County, Pennsylvania",86.7
0500000US42077,"Lehigh County, Pennsylvania",90
0500000US42079,"Luzerne County, Pennsylvania",91.5
0500000US42081,"Lycoming County, Pennsylvania",89.7
0500000US42085,"Mercer County, Pennsylvania",89.1
0500000US42089,"Monroe County, Pennsylvania",91.2
0500000US42091,"Montgomery County, Pennsylvania",94.9
0500000US42095,"Northampton County, Pennsylvania",91.3
0500000US42097,"Northumberland County, Pennsylvania",88.7
0500000US42101,"Philadelphia County, Pennsylvania",85.9
0500000US42107,"Schuylkill County, Pennsylvania",90.5
0500000US42111,"Somerset County, Pennsylvania",88.7
0500000US42125,"Washington County, Pennsylvania",92.8
0500000US42129,"Westmoreland County, Pennsylvania",94.5
0500000US42133,"York County, Pennsylvania",90
0500000US44003,"Kent County, Rhode Island",91.8
0500000US44005,"Newport County, Rhode Island",94.1
0500000US44007,"Providence County, Rhode Island",86.2
0500000US44009,"Washington County, Rhode Island",95.3
0500000US45003,"Aiken County, South Carolina",90.2
0500000US45007,"Anderson County, South Carolina",87.3
0500000US45013,"Beaufort County, South Carolina",92.9
0500000US45015,"Berkeley County, South Carolina",90.3
0500000US45019,"Charleston County, South Carolina",92.1
0500000US45031,"Darlington County, South Carolina",83.4
0500000US45035,"Dorchester County, South Carolina",88.4
0500000US45041,"Florence County, South Carolina",88.1
0500000US45045,"Greenville County, South Carolina",88.5
0500000US45047,"Greenwood County, South Carolina",89.2
0500000US45051,"Horry County, South Carolina",89
0500000US45055,"Kershaw County, South Carolina",87.8
0500000US45057,"Lancaster County, South Carolina",86.7
0500000US45059,"Laurens County, South Carolina",85.4
0500000US45063,"Lexington County, South Carolina",88.4
0500000US45073,"Oconee County, South Carolina",85.1
0500000US45075,"Orangeburg County, South Carolina",85.7
0500000US45077,"Pickens County, South Carolina",87.3
0500000US45079,"Richland County, South Carolina",91.2
0500000US45083,"Spartanburg County, South Carolina",86.6
0500000US45085,"Sumter County, South Carolina",88.1
0500000US45091,"York County, South Carolina",92.8
0500000US46099,"Minnehaha County, South Dakota",92.4
0500000US46103,"Pennington County, South Dakota",93.9
0500000US47001,"Anderson County, Tennessee",88.9
0500000US47009,"Blount County, Tennessee",88.1
0500000US47011,"Bradley County, Tennessee",84.5
0500000US47037,"Davidson County, Tennessee",89.5
0500000US47059,"Greene County, Tennessee",84.3
0500000US47065,"Hamilton County, Tennessee",89.3
0500000US47093,"Knox County, Tennessee",91.7
0500000US47113,"Madison County, Tennessee",89.6
0500000US47119,"Maury County, Tennessee",89.1
0500000US47125,"Montgomery County, Tennessee",93.8
0500000US47141,"Putnam County, Tennessee",87.1
0500000US47147,"Robertson County, Tennessee",84.8
0500000US47149,"Rutherford County, Tennessee",92.4
0500000US47155,"Sevier County, Tennessee",84.6
0500000US47157,"Shelby County, Tennessee",88.4
0500000US47163,"Sullivan County, Tennessee",88.5
0500000US47165,"Sumner County, Tennessee",89.8
0500000US47179,"Washington County, Tennessee",89.3
0500000US47187,"Williamson County, Tennessee",95.4
0500000US47189,"Wilson County, Tennessee",93
0500000US48005,"Angelina County, Texas",86.2
0500000US48021,"Bastrop County, Texas",82
0500000US48027,"Bell County, Texas",90.5
0500000US48029,"Bexar County, Texas",84.7
0500000US48037,"Bowie County, Texas",86.5
0500000US48039,"Brazoria County, Texas",88.7
0500000US48041,"Brazos County, Texas",88.3
0500000US48061,"Cameron County, Texas",68.3
0500000US48085,"Collin County, Texas",94.1
0500000US48091,"Comal County, Texas",93.4
0500000US48099,"Coryell County, Texas",88
0500000US48113,"Dallas County, Texas",80.8
0500000US48121,"Denton County, Texas",92.4
0500000US48135,"Ector County, Texas",76.2
0500000US48139,"Ellis County, Texas",87.9
0500000US48141,"El Paso County, Texas",79.8
0500000US48157,"Fort Bend County, Texas",90.7
0500000US48167,"Galveston County, Texas",90.6
0500000US48181,"Grayson County, Texas",89.7
0500000US48183,"Gregg County, Texas",86.7
0500000US48187,"Guadalupe County, Texas",88.9
0500000US48201,"Harris County, Texas",82.3
0500000US48203,"Harrison County, Texas",85.6
0500000US48209,"Hays County, Texas",90.6
0500000US48213,"Henderson County, Texas",81.6
0500000US48215,"Hidalgo County, Texas",67.5
0500000US48231,"Hunt County, Texas",84.2
0500000US48245,"Jefferson County, Texas",84.1
0500000US48251,"Johnson County, Texas",85.7
0500000US48257,"Kaufman County, Texas",85.3
0500000US48291,"Liberty County, Texas",79.8
0500000US48303,"Lubbock County, Texas",86.7
0500000US48309,"McLennan County, Texas",86.8
0500000US48329,"Midland County, Texas",85.8
0500000US48339,"Montgomery County, Texas",88.2
0500000US48347,"Nacogdoches County, Texas",84.8
0500000US48355,"Nueces County, Texas",84.4
0500000US48361,"Orange County, Texas",87.4
0500000US48367,"Parker County, Texas",87.8
0500000US48375,"Potter County, Texas",77
0500000US48381,"Randall County, Texas",93.5
0500000US48397,"Rockwall County, Texas",94.2
0500000US48409,"San Patricio County, Texas",81.7
0500000US48423,"Smith County, Texas",87.3
0500000US48439,"Tarrant County, Texas",87.3
0500000US48441,"Taylor County, Texas",91.4
0500000US48451,"Tom Green County, Texas",87.5
0500000US48453,"Travis County, Texas",89.8
0500000US48469,"Victoria County, Texas",84.9
0500000US48471,"Walker County, Texas",86.6
0500000US48479,"Webb County, Texas",66.1
0500000US48485,"Wichita County, Texas",88.1
0500000US48491,"Williamson County, Texas",93.7
0500000US48497,"Wise County, Texas",85.8
0500000US49005,"Cache County, Utah",92.5
0500000US49011,"Davis County, Utah",96.3
0500000US49035,"Salt Lake County, Utah",91.6
0500000US49045,"Tooele County, Utah",93.9
0500000US49049,"Utah County, Utah",95.7
0500000US49053,"Washington County, Utah",93.7
0500000US49057,"Weber County, Utah",91.9
0500000US50007,"Chittenden County, Vermont",93.3
0500000US51003,"Albemarle County, Virginia",95.2
0500000US51013,"Arlington County, Virginia",94.5
0500000US51015,"Augusta County, Virginia",87.5
0500000US51019,"Bedford County, Virginia",89.5
0500000US51041,"Chesterfield County, Virginia",92.5
0500000US51059,"Fairfax County, Virginia",92.7
0500000US51061,"Fauquier County, Virginia",91.6
0500000US51069,"Frederick County, Virginia",89.2
0500000US51085,"Hanover County, Virginia",93.8
0500000US51087,"Henrico County, Virginia",91.6
0500000US51095,"James City County, Virginia",95.4
0500000US51107,"Loudoun County, Virginia",94.4
0500000US51121,"Montgomery County, Virginia",95.3
0500000US51153,"Prince William County, Virginia",88.7
0500000US51161,"Roanoke County, Virginia",91.5
0500000US51165,"Rockingham County, Virginia",84.3
0500000US51177,"Spotsylvania County, Virginia",91.3
0500000US51179,"Stafford County, Virginia",93.3
0500000US51199,"York County, Virginia",94.4
0500000US51510,"Alexandria city, Virginia",92.9
0500000US51550,"Chesapeake city, Virginia",90.9
0500000US51650,"Hampton city, Virginia",91.7
0500000US51680,"Lynchburg city, Virginia",87.5
0500000US51700,"Newport News city, Virginia",90.9
0500000US51710,"Norfolk city, Virginia",88.3
0500000US51740,"Portsmouth city, Virginia",87.8
0500000US51760,"Richmond city, Virginia",84.6
0500000US51770,"Roanoke city, Virginia",88.1
0500000US51800,"Suffolk city, Virginia",91.1
0500000US51810,"Virginia Beach city, Virginia",94.1
0500000US53005,"Benton County, Washington",90.7
0500000US53007,"Chelan County, Washington",82.5
0500000US53009,"Clallam County, Washington",91.7
0500000US53011,"Clark County, Washington",93.5
0500000US53015,"Cowlitz County, Washington",89.9
0500000US53021,"Franklin County, Washington",72.5
0500000US53025,"Grant County, Washington",77.3
0500000US53027,"Grays Harbor County, Washington",92.1
0500000US53029,"Island County, Washington",95.1
0500000US53033,"King County, Washington",93
0500000US53035,"Kitsap County, Washington",96.2
0500000US53041,"Lewis County, Washington",86.1
0500000US53045,"Mason County, Washington",90.7
0500000US53053,"Pierce County, Washington",92
0500000US53057,"Skagit County, Washington",90.1
0500000US53061,"Snohomish County, Washington",92.8
0500000US53063,"Spokane County, Washington",93.7
0500000US53067,"Thurston County, Washington",93.4
0500000US53073,"Whatcom County, Washington",94.1
0500000US53077,"Yakima County, Washington",74.6
0500000US54003,"Berkeley County, West Virginia",88.1
0500000US54011,"Cabell County, West Virginia",86.3
0500000US54033,"Harrison County, West Virginia",90.2
0500000US54039,"Kanawha County, West Virginia",90.2
0500000US54061,"Monongalia County, West Virginia",91
0500000US54081,"Raleigh County, West Virginia",88.6
0500000US54107,"Wood County, West Virginia",88.8
0500000US55009,"Brown County, Wisconsin",92.4
0500000US55025,"Dane County, Wisconsin",96
0500000US55027,"Dodge County, Wisconsin",89.7
0500000US55035,"Eau Claire County, Wisconsin",95.7
0500000US55039,"Fond du Lac County, Wisconsin",93
0500000US55055,"Jefferson County, Wisconsin",92.9
0500000US55059,"Kenosha County, Wisconsin",91.5
0500000US55063,"La Crosse County, Wisconsin",95.8
0500000US55071,"Manitowoc County, Wisconsin",93.7
0500000US55073,"Marathon County, Wisconsin",92.3
0500000US55079,"Milwaukee County, Wisconsin",89.1
0500000US55087,"Outagamie County, Wisconsin",94.1
0500000US55089,"Ozaukee County, Wisconsin",98.6
0500000US55097,"Portage County, Wisconsin",94.9
0500000US55101,"Racine County, Wisconsin",89.7
0500000US55105,"Rock County, Wisconsin",91.9
0500000US55109,"St. Croix County, Wisconsin",95.4
0500000US55117,"Sheboygan County, Wisconsin",94.9
0500000US55127,"Walworth County, Wisconsin",91.5
0500000US55131,"Washington County, Wisconsin",94.9
0500000US55133,"Waukesha County, Wisconsin",96.5
0500000US55139,"Winnebago County, Wisconsin",92.4
0500000US55141,"Wood County, Wisconsin",91.1
0500000US56021,"Laramie County, Wyoming",94.4
0500000US56025,"Natrona County, Wyoming",92.9
0500000US72013,"Arecibo Municipio, Puerto Rico",79.8
0500000US72021,"Bayamón Municipio, Puerto Rico",82.4
0500000US72025,"Caguas Municipio, Puerto Rico",84.6
0500000US72031,"Carolina Municipio, Puerto Rico",87.2
0500000US72061,"Guaynabo Municipio, Puerto Rico",87
0500000US72097,"Mayagüez Municipio, Puerto Rico",76
0500000US72113,"Ponce Municipio, Puerto Rico",79.8
0500000US72127,"San Juan Municipio, Puerto Rico",84
0500000US72135,"Toa Alta Municipio, Puerto Rico",83
0500000US72137,"Toa Baja Municipio, Puerto Rico",82
0500000US72139,"Trujillo Alto Municipio, Puerto Rico",85.9